Data retrieved from old Bach lists
Notice: 
    - exact frequencies are unknown, generic band indicators are used
    - elevations are unknown, a dummy value is used
 
 
        Name    HHMMSS       # MJD    Freq     Elev      Flux    e_Flux  
                                       MHz      deg        Jy        Jy
       1354+195 171521 54667.71900  8000.0   0.0000    1.9440    0.0820
       1354+195 160614 54688.67100  8000.0   0.0000    1.9370    0.0680
       1354+195 135512 54723.58000  8000.0   0.0000    1.9440    0.1370
       1354+195 073921 54778.31900  8000.0   0.0000    1.9950    0.0800
       1354+195 224800 54951.95000  8000.0   0.0000    2.1330    0.0990
       1354+195 180000 55003.75000  8000.0   0.0000    2.0790    0.1050
       1354+195 171648 55035.72000  8000.0   0.0000    1.9430    0.1360
       1354+195 130155 55063.54300  8000.0   0.0000    2.0740    0.1100
       1354+195 165512 55076.70500  8000.0   0.0000    2.1590    0.0990
       1354+195 123014 55123.52100  8000.0   0.0000    1.9660    0.1090
       1354+195 053531 55208.23300  8000.0   0.0000    2.1260    0.1380
       1510-089 004019 53444.02800 22000.0   0.0000    3.0150    0.0950
       1510-089 112233 53637.47400 22000.0   0.0000    1.5840    0.5370
       1510-089 151716 53638.63700 22000.0   0.0000    1.7250    0.4150
       1510-089 105345 53722.45400 22000.0   0.0000    1.4350    0.4320
       1510-089 110516 53722.46200 22000.0   0.0000    1.7270    0.4590
       1510-089 082945 53749.35400 22000.0   0.0000    1.6610    0.5650
       1510-089 084116 53749.36200 22000.0   0.0000    1.6510    0.4670
       1510-089 070028 53772.29200 22000.0   0.0000    0.9290    0.2950
       1510-089 072331 53772.30800 22000.0   0.0000    1.0470    0.3150
       1510-089 033726 53806.15100 22000.0   0.0000    0.8330    0.4340
       1510-089 035609 53806.16400 22000.0   0.0000    1.3930    0.4940
       1510-089 015345 53850.07900 22000.0   0.0000    1.9270    0.4670
       1510-089 021228 53850.09200 22000.0   0.0000    2.2050    0.4900
       1510-089 003433 53862.02400 22000.0   0.0000    2.1760    0.3610
       1510-089 005443 53862.03800 22000.0   0.0000    1.9480    0.4470
       1510-089 171102 53954.71600 22000.0   0.0000    1.8460    0.3840
       1510-089 173111 53954.73000 22000.0   0.0000    2.2880    0.4360
       1510-089 092136 54057.39000 22000.0   0.0000    2.1110    0.7130
       1510-089 101745 54057.42900 22000.0   0.0000    1.4860    0.4760
       1510-089 081521 54097.34400 22000.0   0.0000    1.2220    0.3280
       1510-089 083404 54097.35700 22000.0   0.0000    1.6450    0.3600
       1510-089 085248 54097.37000 22000.0   0.0000    1.3870    0.3900
       1510-089 091257 54097.38400 22000.0   0.0000    1.0730    0.3900
       1510-089 060545 54120.25400 22000.0   0.0000    1.2590    0.4620
       1510-089 062428 54120.26700 22000.0   0.0000    1.3100    0.4610
       1510-089 011452 54218.05200 22000.0   0.0000    2.2240    0.5190
       1510-089 011452 54218.05200 22000.0   0.0000    2.2240    0.5190
       1510-089 013335 54218.06500 22000.0   0.0000    2.1020    0.5170
       1510-089 013335 54218.06500 22000.0   0.0000    2.1020    0.5170
       1510-089 015345 54218.07900 22000.0   0.0000    2.2790    0.5210
       1510-089 015345 54218.07900 22000.0   0.0000    2.2790    0.5210
       1510-089 021228 54218.09200 22000.0   0.0000    2.4470    0.5370
       1510-089 021228 54218.09200 22000.0   0.0000    2.4470    0.5370
       1510-089 193335 54273.81500 22000.0   0.0000    1.4980    1.0030
       1510-089 201102 54273.84100 22000.0   0.0000    1.1170    0.7930
       1510-089 203950 54287.86100 22000.0   0.0000    2.4780    0.4500
       1510-089 205248 54287.87000 22000.0   0.0000    2.0630    0.4690
       1510-089 211716 54294.88700 22000.0   0.0000    2.4590    0.5430
       1510-089 213726 54294.90100 22000.0   0.0000    2.4970    0.5750
       1510-089 173404 54322.73200 22000.0   0.0000    2.1310    0.3910
       1510-089 175248 54322.74500 22000.0   0.0000    2.6070    0.4010
       1510-089 181131 54322.75800 22000.0   0.0000    3.5640    0.4850
       1510-089 183140 54322.77200 22000.0   0.0000    3.3240    0.5140
       1510-089 162457 54344.68400 22000.0   0.0000    2.4050    0.3390
       1510-089 164340 54344.69700 22000.0   0.0000    2.5340    0.3540
       1510-089 170223 54344.71000 22000.0   0.0000    2.5280    0.3680
       1510-089 172233 54344.72400 22000.0   0.0000    2.2870    0.3440
       1510-089 164340 54345.69700 22000.0   0.0000    2.4910    0.3790
       1510-089 173950 54345.73600 22000.0   0.0000    2.5730    0.4050
       1510-089 152428 54372.64200 22000.0   0.0000    2.5190    1.3330
       1510-089 153852 54372.65200 22000.0   0.0000    2.2910    1.0010
       1510-089 064019 54456.27800 22000.0   0.0000    1.5710    0.4220
       1510-089 065902 54456.29100 22000.0   0.0000    2.8110    0.4240
       1510-089 064857 54478.28400 22000.0   0.0000    1.8700    0.2570
       1510-089 070740 54478.29700 22000.0   0.0000    2.1750    0.2680
       1510-089 072624 54478.31000 22000.0   0.0000    2.7510    0.3190
       1510-089 074507 54478.32300 22000.0   0.0000    1.6680    0.2800
       1510-089 043209 54511.18900 22000.0   0.0000    2.5800    0.3000
       1510-089 045052 54511.20200 22000.0   0.0000    2.1310    0.2290
       1510-089 050935 54511.21500 22000.0   0.0000    2.1620    0.2870
       1510-089 052819 54511.22800 22000.0   0.0000    2.2720    0.2890
       1510-089 030419 54561.12800 22000.0   0.0000    2.9220    0.4350
       1510-089 001257 54577.00900 22000.0   0.0000    3.3040    0.5890
       1510-089 002555 54577.01800 22000.0   0.0000    4.0180    0.5280
       1510-089 221326 54603.92600 22000.0   0.0000    4.0520    1.4360
       1510-089 220614 54639.92100 22000.0   0.0000    2.9170    0.3640
       1510-089 221912 54639.93000 22000.0   0.0000    3.9470    0.4510
       1510-089 212136 54651.89000 22000.0   0.0000    3.3780    0.5640
       1510-089 213433 54651.89900 22000.0   0.0000    2.4320    0.4580
       1510-089 194507 54665.82300 22000.0   0.0000    2.9210    0.3620
       1510-089 195931 54665.83300 22000.0   0.0000    2.9790    0.3890
       1510-089 181843 54687.76300 22000.0   0.0000    2.9420    0.3920
       1510-089 183307 54687.77300 22000.0   0.0000    3.7300    0.4840
       1510-089 151843 54722.63800 22000.0   0.0000    3.7910    0.8010
       1510-089 115833 54778.49900 22000.0   0.0000    2.8970    0.5660
       1510-089 121131 54778.50800 22000.0   0.0000    2.5380    0.5760
       1510-089 030000 54912.12500 22000.0   0.0000    2.0830    0.4680
       1510-089 021648 54953.09500 22000.0   0.0000    3.0680    0.8550
       1510-089 022945 54953.10400 22000.0   0.0000    3.0840    1.0220
       1510-089 205707 55001.87300 22000.0   0.0000    4.8320    0.8820
       1510-089 211131 55001.88300 22000.0   0.0000    4.6760    0.9950
       1510-089 182136 55033.76500 22000.0   0.0000    3.6070    0.4740
       1510-089 183559 55033.77500 22000.0   0.0000    2.6850    0.5440
       1510-089 151550 55098.63600 22000.0   0.0000    2.5680    0.4000
       1510-089 124604 55121.53200 22000.0   0.0000    3.3230    0.5130
       1510-089 074507 55209.32300 22000.0   0.0000    3.3340    0.3010
       1510-089 075804 55209.33200 22000.0   0.0000    3.0000    0.3730
       1510-089 223628 53825.94200 43000.0   0.0000    1.6380    0.7690
       1510-089 223628 53826.94200 43000.0   0.0000    1.4170    0.6330
       1510-089 203657 53854.85900 43000.0   0.0000    2.6000    0.9360
       1510-089 193628 53878.81700 43000.0   0.0000    1.4820    0.5990
       1510-089 173657 53912.73400 43000.0   0.0000    0.9600    0.4710
       1510-089 143657 53951.60900 43000.0   0.0000    0.9600    0.4210
       1510-089 143657 53952.60900 43000.0   0.0000    0.6350    0.4230
       1510-089 133628 53972.56700 43000.0   0.0000    1.7250    0.6830
       1510-089 113657 53998.48400 43000.0   0.0000    1.2590    0.4720
       1510-089 113657 53999.48400 43000.0   0.0000    1.1630    0.4410
       1510-089 093559 54025.40000 43000.0   0.0000    1.0510    0.6590
       1510-089 173657 54277.73400 43000.0   0.0000    2.2180    0.3200
       1510-089 143657 54321.60900 43000.0   0.0000    2.4110    0.2890
       1510-089 143657 54322.60900 43000.0   0.0000    2.3630    0.3100
       1510-089 113657 54365.48400 43000.0   0.0000    1.8400    0.2590
       1510-089 103628 54389.44200 43000.0   0.0000    2.2600    0.3360
       1510-089 075219 54422.32800 43000.0   0.0000    1.6150    0.2580
       1510-089 075219 54423.32800 43000.0   0.0000    2.1310    0.3030
       1510-089 075219 54436.32800 43000.0   0.0000    1.8040    0.4430
       1510-089 075052 54437.32700 43000.0   0.0000    2.0540    0.4960
       1510-089 065150 54453.28600 43000.0   0.0000    1.4630    0.2840
       1510-089 045052 54479.20200 43000.0   0.0000    2.1900    0.3460
       1510-089 045219 54480.20300 43000.0   0.0000    2.2710    0.3330
       1510-089 022945 54506.10400 43000.0   0.0000    2.2630    0.3070
       1510-089 025248 54507.12000 43000.0   0.0000    2.5860    0.3170
       1510-089 015219 54523.07800 43000.0   0.0000    2.6410    0.2840
       1510-089 225219 54555.95300 43000.0   0.0000    3.1260    0.3340
       1510-089 225219 54556.95300 43000.0   0.0000    3.0980    0.3380
       1510-089 204828 54579.86700 43000.0   0.0000    3.1910    0.3770
       1510-089 215316 54579.91200 43000.0   0.0000    2.6300    0.2830
       1510-089 205121 54580.86900 43000.0   0.0000    2.9470    0.3040
       1510-089 185150 54611.78600 43000.0   0.0000    3.7530    0.3590
       1510-089 185150 54612.78600 43000.0   0.0000    3.6500    0.3530
       1510-089 165219 54641.70300 43000.0   0.0000    2.0780    0.3220
       1510-089 165052 54642.70200 43000.0   0.0000    2.3690    0.2940
       1510-089 165219 54643.70300 43000.0   0.0000    2.8740    0.3560
       1510-089 155150 54659.66100 43000.0   0.0000    2.9420    0.4560
       1510-089 155316 54660.66200 43000.0   0.0000    2.9620    0.4430
       1510-089 145121 54680.61900 43000.0   0.0000    1.1830    0.1660
       1510-089 145121 54681.61900 43000.0   0.0000    1.4680    0.2080
       1510-089 145121 54682.61900 43000.0   0.0000    1.3430    0.1990
       1510-089 125150 54708.53600 43000.0   0.0000    3.0040    0.3400
       1510-089 125150 54709.53600 43000.0   0.0000    2.8580    0.3520
       1510-089 125316 54710.53700 43000.0   0.0000    3.5240    0.4250
       1510-089 103755 54743.44300 43000.0   0.0000    2.2980    0.4040
       1510-089 103755 54744.44300 43000.0   0.0000    2.4140    0.4110
       1510-089 075052 54779.32700 43000.0   0.0000    2.2650    0.3270
       1510-089 075219 54780.32800 43000.0   0.0000    2.0230    0.2900
       1510-089 075052 54781.32700 43000.0   0.0000    2.5370    0.3780
       1510-089 075052 54808.32700 43000.0   0.0000    2.0260    0.2990
       1510-089 075052 54809.32700 43000.0   0.0000    1.8710    0.2620
       1510-089 025248 54877.12000 43000.0   0.0000    1.7800    0.4170
       1510-089 225219 54928.95300 43000.0   0.0000    2.0270    0.2310
       1510-089 225219 54929.95300 43000.0   0.0000    2.3380    0.2520
       1510-089 225219 54930.95300 43000.0   0.0000    2.4870    0.2480
       1510-089 195052 54960.82700 43000.0   0.0000    3.2800    0.3480
       1510-089 195219 54961.82800 43000.0   0.0000    3.4500    0.3720
       1510-089 165219 55010.70300 43000.0   0.0000    2.6390    0.3140
       1510-089 165052 55011.70200 43000.0   0.0000    2.6890    0.3320
       1510-089 074633 55168.32400 43000.0   0.0000    2.8330    0.4520
       1510-089 044214 55210.19600 43000.0   0.0000    3.0830    0.3420
       1510-089 044214 55211.19600 43000.0   0.0000    3.1780    0.3460
       1510-089 004311 53445.03000  5000.0   0.0000    2.7670    0.0480
       1510-089 004311 53446.03000  5000.0   0.0000    2.7500    0.0460
       1510-089 004311 53448.03000  5000.0   0.0000    2.8010    0.0480
       1510-089 004311 53449.03000  5000.0   0.0000    2.7860    0.0470
       1510-089 004311 53450.03000  5000.0   0.0000    2.8290    0.0480
       1510-089 004311 53451.03000  5000.0   0.0000    2.7710    0.0470
       1510-089 022233 53478.09900  5000.0   0.0000    2.8890    0.0960
       1510-089 023404 53478.10700  5000.0   0.0000    2.9040    0.0970
       1510-089 224800 53478.95000  5000.0   0.0000    2.8300    0.0980
       1510-089 212302 53503.89100  5000.0   0.0000    2.8510    0.1080
       1510-089 233531 53503.98300  5000.0   0.0000    2.8340    0.0970
       1510-089 013755 53504.06800  5000.0   0.0000    2.8910    0.1080
       1510-089 211423 53504.88500  5000.0   0.0000    2.8790    0.1100
       1510-089 232819 53504.97800  5000.0   0.0000    2.8960    0.1010
       1510-089 013209 53505.06400  5000.0   0.0000    2.9390    0.1010
       1510-089 211004 53505.88200  5000.0   0.0000    2.8230    0.0950
       1510-089 232233 53505.97400  5000.0   0.0000    2.8280    0.1000
       1510-089 020223 53506.08500  5000.0   0.0000    2.7720    0.1010
       1510-089 214731 53543.90800  5000.0   0.0000    2.1900    0.0900
       1510-089 190907 53544.79800  5000.0   0.0000    2.1480    0.0960
       1510-089 171648 53577.72000  5000.0   0.0000    1.6950    0.1470
       1510-089 195512 53577.83000  5000.0   0.0000    1.8640    0.1030
       1510-089 184731 53587.78300  5000.0   0.0000    1.7420    0.1360
       1510-089 182721 53605.76900  5000.0   0.0000    1.7480    0.1380
       1510-089 115540 53639.49700  5000.0   0.0000    1.5950    0.0910
       1510-089 145248 53639.62000  5000.0   0.0000    1.6470    0.0840
       1510-089 161452 53639.67700  5000.0   0.0000    1.7200    0.0850
       1510-089 060000 53724.25000  5000.0   0.0000    1.7570    0.1010
       1510-089 090711 53724.38000  5000.0   0.0000    1.8610    0.0900
       1510-089 051228 53766.21700  5000.0   0.0000    1.6930    0.0990
       1510-089 081940 53766.34700  5000.0   0.0000    1.6530    0.0980
       1510-089 061843 53770.26300  5000.0   0.0000    1.6830    0.0770
       1510-089 063140 53770.27200  5000.0   0.0000    1.5990    0.0940
       1510-089 064438 53770.28100  5000.0   0.0000    1.6250    0.0920
       1510-089 030838 53826.13100  5000.0   0.0000    1.5230    0.1560
       1510-089 033307 53826.14800  5000.0   0.0000    1.4590    0.1630
       1510-089 013755 53852.06800  5000.0   0.0000    1.4400    0.1010
       1510-089 015219 53852.07800  5000.0   0.0000    1.3940    0.1080
       1510-089 160321 53974.66900  5000.0   0.0000    2.0900    0.1120
       1510-089 161619 53974.67800  5000.0   0.0000    2.0100    0.0910
       1510-089 133921 54011.56900  5000.0   0.0000    1.6460    0.0640
       1510-089 135345 54011.57900  5000.0   0.0000    1.6850    0.0940
       1510-089 122136 54023.51500  5000.0   0.0000    1.7170    0.0830
       1510-089 000252 54200.00200  5000.0   0.0000    1.3600    0.0680
       1510-089 001550 54200.01100  5000.0   0.0000    1.3450    0.0980
       1510-089 210838 54296.88100  5000.0   0.0000    1.5170    0.0860
       1510-089 212136 54296.89000  5000.0   0.0000    1.6600    0.0940
       1510-089 160907 54347.67300  5000.0   0.0000    1.7570    0.0960
       1510-089 162204 54347.68200  5000.0   0.0000    1.6370    0.1020
       1510-089 163502 54347.69100  5000.0   0.0000    1.6780    0.0970
       1510-089 164926 54347.70100  5000.0   0.0000    1.6180    0.0670
       1510-089 173531 54348.73300  5000.0   0.0000    1.6630    0.0700
       1510-089 174828 54348.74200  5000.0   0.0000    1.6830    0.0750
       1510-089 180252 54348.75200  5000.0   0.0000    1.4030    0.0520
       1510-089 181550 54348.76100  5000.0   0.0000    1.7880    0.0610
       1510-089 170223 54668.71000  5000.0   0.0000    2.5450    0.1490
       1510-089 171521 54668.71900  5000.0   0.0000    2.3570    0.1500
       1510-089 160614 54689.67100  5000.0   0.0000    2.5130    0.0870
       1510-089 161912 54689.68000  5000.0   0.0000    2.3670    0.1170
       1510-089 135052 54779.57700  5000.0   0.0000    1.6680    0.0940
       1510-089 140516 54779.58700  5000.0   0.0000    1.4420    0.0850
       1510-089 023238 54913.10600  5000.0   0.0000    1.8160    0.3980
       1510-089 024536 54913.11500  5000.0   0.0000    2.0310    0.2480
       1510-089 021521 54954.09400  5000.0   0.0000    2.0350    0.3050
       1510-089 214311 55002.90500  5000.0   0.0000    2.5120    0.1070
       1510-089 192457 55034.80900  5000.0   0.0000    2.8370    0.2460
       1510-089 184857 55062.78400  5000.0   0.0000    2.9510    0.2600
       1510-089 141648 55099.59500  5000.0   0.0000    2.5540    0.1020
       1510-089 143111 55099.60500  5000.0   0.0000    2.6650    0.1000
